Dispatched,Description,Address,Grid,Report
1/13/2023 20:20,INFORMATION,1700 BLOCK W HILLSBOROUGH AVE,79,19680
1/13/2023 20:17,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N WILLOW AVE,161,19677
1/13/2023 20:14,CONVOY OR ESCORT,700 BLOCK CHANNELSIDE DR,145,19676
1/13/2023 20:12,VEHICLE STOP/TRAFFIC,W PLATT ST / S MOODY AVE,160,19675
1/13/2023 20:10,JUVENILE CURFEW LAW,8300 BLOCK N 13TH ST,38,19672
1/13/2023 20:38,DISTURBANCE,9300 BLOCK N 27TH ST,22,19673
1/13/2023 20:08,VEHICLE STOP/TRAFFIC,I275 / N TAMPA ST,125,19671
1/13/2023 20:07,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / S HYDE PARK AVE,162,19670
1/13/2023 20:06,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N HOWARD AVE,160,19666
1/13/2023 20:12,MENTALLY ILL PERSON,GRID ONLY,60,19669
1/13/2023 20:09,DISTURBANCE,19400 BLOCK BRUCE B DOWNS BLVD,245,19665
1/13/2023 20:39,DISTURBANCE,1700 BLOCK E CHELSEA ST,84,19667
1/13/2023 20:03,JUVENILE CURFEW LAW,8200 BLOCK N 11TH ST,38,19663
1/13/2023 20:01,BUILDING CHECK,4500 BLOCK S DALE MABRY HWY,184,19662
1/13/2023 20:00,BUILDING CHECK,N 15TH ST / E OSBORNE AVE,83,19661
1/13/2023 20:17,RESID/COMMERIAL ALARM,4100 BLOCK E BUSCH BLVD,32,19660
1/13/2023 19:59,DISABLED VEHICLE,N 30TH ST / E HILLSBOROUGH AVE,73,19656
1/13/2023 20:13,INFORMATION,8400 BLOCK N BROOKS ST,29,19659
1/13/2023 20:00,DOMESTIC DISPUTE,2500 BLOCK N 50TH ST,131,19655
1/13/2023 19:56,AGG ASSAULT/BATTERY,3800 BLOCK LAKESHORE DR,40,19654
1/13/2023 19:53,INFORMATION,1700 BLOCK E 7TH AVE,128,19649
1/13/2023 20:00,HOLDING PERSON,19900 BLOCK BRUCE B DOWNS BLVD,245,19652
1/13/2023 19:47,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W CHERRY ST,120,19644
1/13/2023 19:47,VEHICLE STOP/TRAFFIC,BRUCE B DOWNS BLVD / DONA MICHELLE DR,240,19643
1/13/2023 19:46,RESID/COMMERIAL ALARM,2100 BLOCK N ROME AVE,124,19641
1/13/2023 19:43,VEHICLE STOP/TRAFFIC,N ARMENIA AVE / W KENNEDY BLVD,159,19639
1/13/2023 19:41,BUILDING CHECK,3700 BLOCK E NORTH BAY ST,86,19634
1/13/2023 19:42,DISTURBANCE,2300 BLOCK W SLIGH AVE,41,19633
1/13/2023 19:37,BUILDING CHECK,STONINGTON DR S / TAMPA PALMS BLVD,225,19632
1/13/2023 19:41,DISTURBANCE,E DR MARTIN LUTHER KING JR BLVD / SHORT 30TH ST,98,19631
1/13/2023 19:41,NATURE UNKNOWN,3600 BLOCK N 54TH ST,101,19628
1/13/2023 19:34,INFORMATION,3400 BLOCK W OSBORNE AVE,65,19627
1/13/2023 19:41,ASSAULT/BATTERY,N GRADY AVE / W CAYUGA ST,77,19626
1/13/2023 19:31,VEHICLE STOP/TRAFFIC,E OSBORNE AVE / N 12TH ST,83,19625
1/13/2023 19:54,NATURE UNKNOWN,1300 BLOCK W RAMBLA ST,17,19624
1/13/2023 19:29,JUVENILE CURFEW LAW,4000 BLOCK W FAIRVIEW HTS,191,19623
1/13/2023 19:32,NATURE UNKNOWN,8400 BLOCK N BROOKS ST,29,19621
1/13/2023 19:33,DISTURBANCE,900 BLOCK E HILLSBOROUGH AVE,71,19619
1/13/2023 20:30,DOMESTIC DISPUTE,1800 BLOCK E BOUGAINVILLEA AVE,13,19618
1/13/2023 19:15,VEHICLE STOP/TRAFFIC,E 28TH AVE / N 50TH ST,100,19615
1/13/2023 19:15,MISDEMEANOR,300 BLOCK W PLATT ST,162,19614
1/13/2023 19:33,TELEPHONE VIOLATION,3000 BLOCK W HILLSBOROUGH AVE,66,19617
1/13/2023 19:18,DISTURBANCE,1500 BLOCK E JEAN ST,53,19616
1/13/2023 19:14,RESID/COMMERIAL ALARM,1400 BLOCK E 22ND AVE,107,19612
1/13/2023 20:12,TRAFFIC CRASH,N HABANA AVE / W LAKE AVE,91,19611
1/13/2023 19:12,INFORMATION,800 BLOCK W LINEBAUGH AVE,18,19609
1/13/2023 19:24,BUILDING CHECK,200 BLOCK S BUNGALOW PARK AVE,159,19608
1/13/2023 19:23,FOLLOW UP INVESTIGATION,2800 BLOCK E FOWLER AVE,6,19607
1/13/2023 19:08,LOST/FOUND PROPERTY,8200 BLOCK N FLORIDA AVE,36,19606
1/13/2023 19:05,VEHICLE STOP/TRAFFIC,N HIGHLAND AVE / W SLIGH AVE,50,19604
1/13/2023 19:44,TRAFFIC CRASH,W BAY TO BAY BLVD / S ESPERANZA AVE,175,19603
1/13/2023 19:36,DISTURBANCE,500 BLOCK E HUGH ST,106,19602
1/13/2023 19:59,MISSING PERS/RUNAWAY,3000 BLOCK E WILDER AVE,74,19605
1/13/2023 19:03,BUILDING CHECK,5800 BLOCK TAMPA PALMS BLVD,225,19601
1/13/2023 19:04,BUILDING CHECK,3500 BLOCK W PEARL AVE,188,19600
1/13/2023 19:34,MISDEMEANOR,900 BLOCK E 20TH AVE,107,19599
1/13/2023 19:12,INFORMATION,2500 BLOCK W CHESTNUT ST,122,19598
1/13/2023 19:00,INFORMATION,8500 BLOCK HUNTERS VILLAGE RD,242,19595
1/13/2023 19:40,DISTURBANCE,1100 BLOCK E HILLSBOROUGH AVE,59,19596
1/13/2023 18:57,VEHICLE STOP/TRAFFIC,7700 BLOCK W COURTNEY CAMPBELL CSWY,117,19593
1/13/2023 19:05,ASSAULT/BATTERY,2200 BLOCK E 19TH AVE,109,19594
1/13/2023 20:25,MISDEMEANOR,5000 BLOCK E BUSCH BLVD,24,19590
1/13/2023 18:57,NATURE UNKNOWN,2100 BLOCK W NASSAU ST,138,19589
1/13/2023 19:41,HIT AND RUN,E 7TH AVE / N 42ND ST,131,19591
1/13/2023 18:53,SUSPICIOUS PERSON,1000 BLOCK S STERLING AVE,170,19587
1/13/2023 18:57,DISABLED VEHICLE,E DR MARTIN LUTHER KING JR BLVD / N NEBRASKA AVE,95,19585
1/13/2023 18:58,FIRE,2900 BLOCK E SLIGH AVE,47,19584
1/13/2023 19:01,RECKLESS DRIVING,N 40TH ST / E 7TH AVE,131,19583
1/13/2023 18:51,MENTALLY ILL PERSON,GRID ONLY,66,19586
1/13/2023 19:20,TRAFFIC CRASH,900 BLOCK E HILLSBOROUGH AVE,71,19580
1/13/2023 18:46,BUILDING CHECK,100 BLOCK S 22ND ST,146,19577
1/13/2023 18:47,BUILDING CHECK,1500 BLOCK E DR MARTIN LUTHER KING JR BLVD,97,19575
1/13/2023 18:40,VEHICLE STOP/TRAFFIC,N FLORIDA AVE / E FORTUNE ST,140,19574
1/13/2023 18:40,LOST/FOUND PROPERTY,11300 BLOCK N 30TH ST,6,19572
1/13/2023 19:02,DOMESTIC DISPUTE,8700 BLOCK N MANDARINE PL,33,19573
1/13/2023 19:56,PARKING VIOLATION,200 BLOCK N WEST SHORE BLVD,149,19571
1/13/2023 18:36,MISDEMEANOR,8200 BLOCK N FLORIDA AVE,36,19570
1/13/2023 18:40,INFORMATION,2800 BLOCK E FOWLER AVE,6,19569
1/13/2023 19:09,BUILDING CHECK,7700 BLOCK W COURTNEY CAMPBELL CSWY,117,19568
1/13/2023 19:01,DISABLED VEHICLE,SR 60 W NB / I275 N SR 60 W NB RAMP,117,19567
1/13/2023 18:28,RESID/COMMERIAL ALARM,2100 BLOCK N ROME AVE,124,19565
1/13/2023 18:24,RESID/COMMERIAL ALARM,4200 BLOCK W EL PRADO BLVD,177,19564
1/13/2023 18:23,VEHICLE STOP/TRAFFIC,N ROME AVE / W FIG ST,154,19563
1/13/2023 18:21,TRAFFIC CRASH,N FLORIDA AVE / E AMELIA AVE,115,19562
1/13/2023 18:57,DOMESTIC DISPUTE,3600 BLOCK N 23RD ST,98,19561
1/13/2023 18:17,MISDEMEANOR,2400 BLOCK W STATE ST,137,19557
1/13/2023 18:18,TRAFFIC CRASH,N HIGHLAND AVE / W GIDDENS AVE,69,19558
1/13/2023 19:08,INFORMATION,4300 BLOCK W HILLSBOROUGH AVE,64,19559
1/13/2023 18:25,DOMESTIC DISPUTE,6800 BLOCK S HIMES AVE,197,19555
1/13/2023 18:13,MISSING PERS/RUNAWAY,2100 BLOCK E ELLICOTT ST,72,19554
1/13/2023 18:08,NATURE UNKNOWN,3400 BLOCK W GREEN ST,121,19551
1/13/2023 19:30,DOMESTIC DISPUTE,900 BLOCK E POWHATAN AVE,59,19550
1/13/2023 18:05,TRAFFIC CRASH,N 15TH ST / E FOWLER AVE,4,19546
1/13/2023 18:14,DISTURBANCE,8200 BLOCK N FLORIDA AVE,36,19549
1/13/2023 18:17,RESID/COMMERIAL ALARM,3100 BLOCK E LAKE AVE,99,19547
1/13/2023 18:17,INFORMATION,N TAMPA ST / E ZACK ST,143,19544
1/13/2023 18:02,FOLLOW UP INVESTIGATION,10600 BLOCK CORAL KEY AVE,260,19543
1/13/2023 18:04,NATURE UNKNOWN,2400 BLOCK HARPER ST,147,19542
1/13/2023 18:22,MISSING PERS/RUNAWAY,3700 BLOCK E HAMILTON AVE,40,19545
1/13/2023 17:59,INFORMATION,1200 BLOCK N MARION ST,140,19540
1/13/2023 18:41,TRAFFIC CRASH,W GANDY BLVD / S DALE MABRY HWY,187,19541
1/13/2023 18:15,HIT AND RUN,1500 BLOCK E FOWLER AVE,4,19539
1/13/2023 18:10,MISDEMEANOR,800 BLOCK N FRANKLIN ST,143,19534
1/13/2023 19:55,PETTY THEFT,8700 BLOCK DEL REY CT,33,19535
1/13/2023 18:08,FIGHT,8400 BLOCK DEL RIO WAY,33,19530
1/13/2023 17:46,WIRE DOWN,W MISSISSIPPI AVE / S HOWARD AVE,171,19531
1/13/2023 18:00,NATURE UNKNOWN,400 BLOCK E STRATFORD AVE,95,19526
1/13/2023 17:44,MISSING PERS/RUNAWAY,1400 BLOCK N MARION ST,125,19527
1/13/2023 18:31,PETTY THEFT,4400 BLOCK N 48TH ST,87,19525
1/13/2023 17:36,LOST/FOUND PROPERTY,1700 BLOCK E 7TH AVE,128,19523
1/13/2023 17:36,TRAFFIC CRASH,N 34TH ST / E PALIFOX ST,86,19522
1/13/2023 17:35,MISSING PERS/RUNAWAY,9300 BLOCK N 30TH ST,22,19521
1/13/2023 17:38,DISTURBANCE,8300 BLOCK N NEBRASKA AVE,38,19520
1/13/2023 19:43,INFORMATION,4100 BLOCK E BUSCH BLVD,32,19517
1/13/2023 17:29,RESID/COMMERIAL ALARM,2500 BLOCK W MORRISON AVE,166,19515
1/13/2023 19:09,PETTY THEFT,7000 BLOCK ROWLETT PARK DR,46,19516
1/13/2023 17:27,ROBBERY,11000 BLOCK N 15TH ST,5,19513
1/13/2023 17:25,INFORMATION,500 BLOCK WATER ST,144,19511
1/13/2023 17:31,NATURE UNKNOWN,7700 BLOCK S SHERRILL ST,200,19512
1/13/2023 17:32,MENTALLY ILL PERSON,GRID ONLY,110,19510
1/13/2023 17:22,DISABLED VEHICLE,E 32ND AVE / N 50TH ST,100,19505
1/13/2023 17:23,TRAFFIC CONTROL,E FOWLER AVE / N 50TH ST,8,19507
1/13/2023 17:26,RESID/COMMERIAL ALARM,5400 BLOCK BAY CENTER DR,149,19508
1/13/2023 17:43,INFORMATION,2900 BLOCK E HENRY AVE,61,19504
1/13/2023 17:35,NATURE UNKNOWN,3100 BLOCK N 15TH ST,108,19503
1/13/2023 17:18,VEHICLE STOP/TRAFFIC,3200 BLOCK E HILLSBOROUGH AVE,62,19501
1/13/2023 17:21,DISTURBANCE,11300 BLOCK N 30TH ST,6,19502
1/13/2023 17:19,TRAFFIC CRASH,N MARIE AVE / W SPRUCE ST,121,19498
1/13/2023 17:18,TRAFFIC CRASH,E WATERS AVE / N FLORIDA AVE,36,19499
1/13/2023 17:17,STOLEN VEHICLE,2700 BLOCK W HILLSBOROUGH AVE,66,19497
1/13/2023 17:16,TRAFFIC CRASH,W DR MARTIN LUTHER KING JR BLVD / N HIGHLAND AVE,94,19495
1/13/2023 17:15,TRAFFIC CRASH,N OLA AVE / W DR MARTIN LUTHER KING JR BLVD,94,19494
1/13/2023 19:41,MISDEMEANOR,5700 BLOCK N NEBRASKA AVE,59,19492
1/13/2023 17:11,VEHICLE STOP/TRAFFIC,E JACKSON ST / N JEFFERSON ST,144,19491
1/13/2023 17:26,MENTALLY ILL PERSON,GRID ONLY,25,19493
1/13/2023 17:09,MISDEMEANOR,2200 BLOCK N WEST SHORE BLVD,120,19489
1/13/2023 17:48,RESID/COMMERIAL ALARM,5300 BLOCK PRIMROSE LAKE CIR,238,19490
1/13/2023 17:13,DISTURBANCE,4100 BLOCK W MANGO AVE,196,19488
1/13/2023 19:03,FOLLOW UP INVESTIGATION,7400 BLOCK LAKESHORE DR,40,19485
1/13/2023 18:04,INFORMATION,8600 BLOCK N DIXON AVE,28,19487
1/13/2023 17:24,TRAFFIC CRASH,N 51ST ST / E FOWLER AVE,8,19484
1/13/2023 17:36,NATURE UNKNOWN,3500 BLOCK ADAMO DR,130,19482
1/13/2023 17:00,NATURE UNKNOWN,N ASHLEY ST / W LAUREL ST,140,19481
1/13/2023 16:58,LOST/FOUND PROPERTY,2200 BLOCK W KENNEDY BLVD,160,19479
1/13/2023 16:57,VEHICLE STOP/TRAFFIC,E NEW ORLEANS AVE / N NEBRASKA AVE,70,19478
1/13/2023 17:01,FIGHT,N DIXON AVE / E BOUGAINVILLEA AVE,11,19477
1/13/2023 17:46,INFORMATION,5600 BLOCK S DALE MABRY HWY,191,19476
1/13/2023 17:15,BUILDING CHECK,1100 BLOCK W ARCH ST,139,19475
1/13/2023 17:31,TRAFFIC CRASH,W HILLSBOROUGH AVE / N HESPERIDES ST,64,19472
1/13/2023 17:06,NATURE UNKNOWN,2100 BLOCK W COOL SPRINGS RD,25,19470
1/13/2023 16:49,MISDEMEANOR,E 32ND AVE / N 50TH ST,100,19469
1/13/2023 16:50,INFORMATION,2600 BLOCK E CAYUGA ST,85,19471
1/13/2023 18:34,INFORMATION,3700 BLOCK TRIMARAN PL,117,19468
1/13/2023 17:12,TRAFFIC CRASH,E HANNA AVE / N 15TH ST,59,19467
1/13/2023 16:49,TRAFFIC CRASH,W CYPRESS ST / N LOIS AVE,119,19464
1/13/2023 17:05,MISDEMEANOR,5000 BLOCK E BUSCH BLVD,24,19465
1/13/2023 16:52,INFORMATION,1700 BLOCK E GIDDENS AVE,72,19462
1/13/2023 18:15,STOLEN VEHICLE,4200 BLOCK W OBISPO ST,174,19460
1/13/2023 16:37,VEHICLE STOP/TRAFFIC,E DR MARTIN LUTHER KING JR BLVD / N CENTRAL AVE,95,19459
1/13/2023 16:34,TRAFFIC CRASH,E DR MARTIN LUTHER KING JR BLVD / I275,95,19458
1/13/2023 16:34,MISSING PERS/RUNAWAY,4900 BLOCK N MACDILL AVE,66,19456
1/13/2023 16:36,STREET OBSTRUCTION,N 39TH ST / E CARACAS ST,74,19454
1/13/2023 17:32,TRAFFIC CRASH,N ARMENIA AVE / W IDLEWILD AVE,56,19455
1/13/2023 16:46,TRAFFIC CRASH,E KENNEDY BLVD / N TAMPA ST,144,19453
1/13/2023 16:31,RESID/COMMERIAL ALARM,16200 BLOCK COMPTON PALMS DR,226,19452
1/13/2023 16:31,FOLLOW UP INVESTIGATION,2600 BLOCK N 12TH ST,107,19449
1/13/2023 16:51,TRAFFIC CRASH,1400 BLOCK E FOWLER AVE,4,19450
1/13/2023 16:42,PETTY THEFT,10600 BLOCK CORAL KEY AVE,260,19447
1/13/2023 16:31,DISTURBANCE,8100 BLOCK N MULBERRY ST,38,19448
1/13/2023 16:18,INFORMATION,BAYSHORE BLVD / W PLATT ST,162,19445
1/13/2023 16:14,CRIMINAL MISCHIEF,2600 BLOCK N 12TH ST,107,19441
1/13/2023 16:40,FOLLOW UP INVESTIGATION,1900 BLOCK N OREGON AVE,124,19440
1/13/2023 16:25,BUILDING CHECK,3700 BLOCK W LEILA AVE,192,19437
1/13/2023 16:32,ABANDONED VEHICLE,1000 BLOCK E HAMILTON AVE,45,19439
1/13/2023 16:11,TRAFFIC CRASH,E 32ND AVE / N 50TH ST,100,19436
1/13/2023 16:07,PETTY THEFT,1700 BLOCK N BOULEVARD,124,19433
1/13/2023 16:04,TRAFFIC CRASH,E FOWLER AVE / N FLORIDA AVE,2,19429
1/13/2023 16:10,NATURE UNKNOWN,9300 BLOCK N FLORIDA AVE,18,19428
1/13/2023 16:06,RESID/COMMERIAL ALARM,500 BLOCK N HOWARD AVE,154,19427
1/13/2023 16:01,INFORMATION,1700 BLOCK N DALE MABRY HWY,120,19425
1/13/2023 15:56,MISSING PERS/RUNAWAY,9300 BLOCK N 30TH ST,22,19420
1/13/2023 16:05,TRAFFIC CRASH,CAUSEWAY BLVD / S 22ND ST,148,19422
1/13/2023 16:21,MISDEMEANOR,2900 BLOCK W KENNEDY BLVD,159,19421
1/13/2023 16:29,NATURE UNKNOWN,SELMON EXPY W / 50TH SELMON W RAMP,131,19419
1/13/2023 15:55,FOLLOW UP INVESTIGATION,2600 BLOCK E DR MARTIN LUTHER KING JR BLVD,98,19416
1/13/2023 16:15,TRAFFIC CRASH,W COLUMBUS DR / N HIMES AVE,112,19418
1/13/2023 15:50,VEHICLE STOP/TRAFFIC,OHIO AVE / S WEST SHORE BLVD,190,19415
1/13/2023 15:48,INFORMATION,S WEST SHORE BLVD / W GANDY BLVD,186,19414
1/13/2023 15:46,INFORMATION,W GANDY BLVD / S HIMES AVE,188,19410
1/13/2023 15:47,HIT AND RUN,4500 BLOCK N FLORIDA AVE,82,19411
1/13/2023 15:48,DISABLED VEHICLE,W HILLSBOROUGH AVE / N ROME AVE,79,19406
1/13/2023 15:43,MISDEMEANOR,700 BLOCK E BIRD ST,37,19405
1/13/2023 15:42,PROJECT,N 22ND ST / E OSBORNE AVE,84,19403
1/13/2023 19:09,INFORMATION,8000 BLOCK N ALASKA ST,38,19404
1/13/2023 15:43,TRAFFIC LIGHT OUT,E FOWLER AVE / N 50TH ST,8,19400
1/13/2023 16:02,TRAFFIC CRASH,10800 BLOCK N 46TH ST,7,19399
1/13/2023 15:35,DISTURBANCE,3500 BLOCK TABERNACLE PL,117,19398
1/13/2023 15:47,DISTURBANCE,3800 BLOCK JACKSON CT,99,19396
1/13/2023 15:29,MISSING PERS/RUNAWAY,300 BLOCK E COLUMBUS DR,116,19394
1/13/2023 16:42,DISTURBANCE,300 BLOCK WESTSHORE PLZ,149,19393
1/13/2023 15:21,RECKLESS DRIVING,E HILLSBOROUGH AVE / N NEBRASKA AVE,70,19391
1/13/2023 15:25,TRAFFIC LIGHT OUT,W COURTNEY CAMPBELL CSWY / N ROCKY POINT DR,117,19387
1/13/2023 15:14,INFORMATION,N MARION ST / E CASS ST,143,19384
1/13/2023 15:27,MISDEMEANOR,5300 BLOCK N FLORIDA AVE,69,19388
1/13/2023 15:15,INFORMATION,3800 BLOCK N 22ND ST,97,19382
1/13/2023 15:11,LOST/FOUND PROPERTY,9300 BLOCK N 30TH ST,22,19381
1/13/2023 15:19,ANIMAL NUISANCE,8800 BLOCK HUNTERS LAKE DR,251,19386
1/13/2023 15:24,TRAFFIC CRASH,4400 BLOCK W GANDY BLVD,183,19376
1/13/2023 16:26,LOST/FOUND PROPERTY,N GOVERNOR ST / SCOTT ST,141,19379
1/13/2023 15:07,TRAFFIC CRASH,TAMPA PALMS BLVD W / PALM SPRINGS BLVD,237,19374
1/13/2023 15:16,BUILDING CHECK,2600 BLOCK E YUKON ST,31,19375
1/13/2023 15:04,TRAFFIC CRASH,W SAINT JOSEPH ST / N TAMPANIA AVE,113,19372
1/13/2023 14:58,INFORMATION,4100 BLOCK E BUSCH BLVD,32,19370
1/13/2023 14:59,TRAFFIC CRASH,N 26TH ST / ADAMO DR,147,19371
1/13/2023 15:06,TRAFFIC CRASH,S FRANKLIN ST / CHANNELSIDE DR,144,19368
1/13/2023 15:52,MISSING PERS/RUNAWAY,1300 BLOCK E WATERS AVE,29,19373
1/13/2023 15:08,TRAFFIC CRASH,N LOIS AVE / W GRAY ST,150,19367
1/13/2023 15:33,INFORMATION,3800 BLOCK N 22ND ST,97,19365
1/13/2023 14:57,GRAND THEFT,600 BLOCK CHANNELSIDE DR,145,19364
1/13/2023 14:47,VEHICLE STOP/TRAFFIC,S LANSDALE CIR / S MANHATTAN AVE,195,19359
1/13/2023 14:50,INFORMATION,4100 BLOCK E BUSCH BLVD,32,19360
1/13/2023 14:52,DOMESTIC DISPUTE,3300 BLOCK W VILLA ROSA ST,185,19361
1/13/2023 15:33,DISTURBANCE,8300 BLOCK N NEBRASKA AVE,38,19357
1/13/2023 14:43,INFORMATION,2700 BLOCK N FLORIDA AVE,106,19356
1/13/2023 14:41,INFORMATION,17400 BLOCK COMMERCE PARK BLVD,238,19352
1/13/2023 14:45,INFORMATION,200 BLOCK COLUMBIA DR,133,19354
1/13/2023 15:23,INFORMATION,3000 BLOCK W DR MARTIN LUTHER KING JR BLVD,91,19353
1/13/2023 15:03,FOLLOW UP INVESTIGATION,2600 BLOCK N GRADY AVE,120,19355
1/13/2023 14:41,MISDEMEANOR,1600 BLOCK N HUBERT AVE,119,19351
1/13/2023 14:44,MISDEMEANOR,6000 BLOCK N NEBRASKA AVE,58,19350
1/13/2023 15:02,TRAFFIC CRASH,W CYPRESS ST / N LOIS AVE,119,19347
1/13/2023 14:38,INFORMATION,14600 BLOCK N 46TH ST,222,19349
1/13/2023 14:41,NATURE UNKNOWN,3800 BLOCK E OSBORNE AVE,86,19344
1/13/2023 14:33,HIT AND RUN,900 BLOCK E TWIGGS ST,141,19341
1/13/2023 14:50,MISDEMEANOR,2100 BLOCK E FOWLER AVE,5,19343
1/13/2023 14:30,VEHICLE STOP/TRAFFIC,W FERRIS AVE / N ROME AVE,79,19337
1/13/2023 14:50,INFORMATION,2600 BLOCK E HENRY AVE,61,19346
1/13/2023 14:29,BUILDING CHECK,16400 BLOCK TAMPA PALMS BLVD W,235,19336
1/13/2023 15:23,LOST/FOUND PROPERTY,3600 BLOCK E 28TH AVE,99,19338
1/13/2023 14:26,MENTALLY ILL PERSON,GRID ONLY,173,19333
1/13/2023 14:29,MISDEMEANOR,8000 BLOCK N ALASKA ST,38,19335
1/13/2023 14:22,INFORMATION,N CENTRAL AVE / E FLORIBRASKA AVE,106,19331
1/13/2023 14:26,TRAFFIC CRASH,E 17TH AVE / N 26TH ST,109,19328
1/13/2023 14:19,VEHICLE STOP/TRAFFIC,N RIVER VIEW AVE / W DR MARTIN LUTHER KING JR BLVD,92,19323
1/13/2023 15:02,TRAFFIC CRASH,11600 BLOCK MCKINLEY DR,7,19327
1/13/2023 14:18,BUILDING CHECK,6200 BLOCK S DALE MABRY HWY,191,19322
1/13/2023 14:33,DISTURBANCE,1000 BLOCK W BUSCH BLVD,17,19325
1/13/2023 14:29,INFORMATION,4300 BLOCK W HILLSBOROUGH AVE,64,19324
1/13/2023 14:21,GRAND THEFT,3000 BLOCK DODGE ST,111,19326
1/13/2023 14:28,BURG OF A STRUCTURE,700 BLOCK E BIRD ST,37,19321
1/13/2023 14:12,MISDEMEANOR,N FLORIDA AVE / W BUSCH BLVD,27,19317
1/13/2023 14:11,PARKING VIOLATION,1600 BLOCK E 7TH AVE,128,19315
1/13/2023 14:26,TRAFFIC CRASH,E FLORIBRASKA AVE / N MITCHELL AVE,106,19311
1/13/2023 14:04,RESID/COMMERIAL ALARM,1200 BLOCK E LAKE AVE,96,19307
1/13/2023 14:04,FOLLOW UP INVESTIGATION,9300 BLOCK N 30TH ST,22,19306
1/13/2023 14:11,DISTURBANCE,2000 BLOCK N LEMANS BLVD,120,19312
1/13/2023 14:01,MISDEMEANOR,BRUCE B DOWNS BLVD / CROSS CREEK BLVD,245,19304
1/13/2023 14:06,INFORMATION,CHANNELSIDE DR / E TWIGGS ST,142,19308
1/13/2023 14:19,MISDEMEANOR,4100 BLOCK E BUSCH BLVD,32,19305
1/13/2023 14:28,LANDLORD/TENANT DISPUTE,800 BLOCK N ASHLEY DR,143,19309
1/13/2023 15:05,DOMESTIC DISPUTE,2200 BLOCK E 25TH AVE,109,19302
1/13/2023 13:58,FOLLOW UP INVESTIGATION,400 BLOCK N FRANKLIN ST,143,19301
1/13/2023 14:17,FOLLOW UP INVESTIGATION,10600 BLOCK N 25TH ST,14,19303
1/13/2023 13:56,VEHICLE STOP/TRAFFIC,BRUCE B DOWNS BLVD / I75 S BB DOWNS RAMP,237,19299
1/13/2023 14:07,HIT AND RUN,2800 BLOCK E FOWLER AVE,6,19300
1/13/2023 13:52,BUILDING CHECK,4700 BLOCK W MONTGOMERY AVE,190,19294
1/13/2023 13:49,DOMESTIC DISPUTE,5100 BLOCK E TEMPLE HEIGHTS RD,24,19293
1/13/2023 13:47,MISDEMEANOR,1200 BLOCK N MARION ST,140,19292
1/13/2023 13:47,MISDEMEANOR,N FLORIDA AVE / E BUSCH BLVD,27,19291
1/13/2023 14:21,INFORMATION,8500 BLOCK N NEBRASKA AVE,29,19290
1/13/2023 14:01,RESID/COMMERIAL ALARM,900 BLOCK S WILLOW AVE,167,19289
1/13/2023 13:55,INFORMATION,3800 BLOCK N 22ND ST,97,19288
1/13/2023 13:42,VEHICLE STOP/TRAFFIC,E 15TH AVE / N 22ND ST,108,19287
1/13/2023 13:41,BUILDING CHECK,1100 BLOCK W SPRUCE ST,124,19284
1/13/2023 14:22,LOST/STOLEN TAG,3600 BLOCK DELEUIL AVE,62,19286
1/13/2023 14:24,MISDEMEANOR,100 BLOCK S WEST SHORE BLVD,156,19283
1/13/2023 14:23,TRAFFIC CRASH,N NEBRASKA AVE / E PATTERSON ST,44,19281
1/13/2023 14:23,MISDEMEANOR,200 BLOCK S WEST SHORE BLVD,156,19282
1/13/2023 16:39,FOLLOW UP INVESTIGATION,5200 BLOCK E 18TH AVE,132,19285
1/13/2023 13:39,MISDEMEANOR,2000 BLOCK W KENNEDY BLVD,160,19279
1/13/2023 13:31,LOST/FOUND PROPERTY,400 BLOCK E STRATFORD AVE,95,19278
1/13/2023 13:30,MENTALLY ILL PERSON,GRID ONLY,24,19274
1/13/2023 13:56,MISDEMEANOR,5100 BLOCK W CYPRESS ST,118,19275
1/13/2023 13:50,TRAFFIC CRASH,1700 BLOCK N DALE MABRY HWY,120,19276
1/13/2023 13:29,MISDEMEANOR,11300 BLOCK N NEBRASKA AVE,4,19272
1/13/2023 13:25,BUILDING CHECK,5200 BLOCK CYPRESS PRESERVE DR,226,19268
1/13/2023 13:24,BUILDING CHECK,1700 BLOCK N MACDILL AVE,122,19266
1/13/2023 14:38,AUTO BURGLARY,4300 BLOCK W HILLSBOROUGH AVE,64,19270
1/13/2023 13:25,NATURE UNKNOWN,1200 BLOCK N MARION ST,140,19267
1/13/2023 13:22,BUILDING CHECK,PALM POINTE DR / POINTE OF TAMPA WAY,237,19264
1/13/2023 14:18,TRAFFIC CRASH,S DALE MABRY HWY / W GRIFLOW ST,178,19265
1/13/2023 13:21,INFORMATION,2100 BLOCK E BUSCH BLVD,30,19261
1/13/2023 13:20,RESID/COMMERIAL ALARM,2300 BLOCK W KENNEDY BLVD,154,19257
1/13/2023 13:16,VEHICLE STOP/TRAFFIC,BRUCE B DOWNS BLVD / PALM SPRINGS BLVD,227,19253
1/13/2023 14:00,STOLEN VEHICLE,2800 BLOCK N FLORIDA AVE,106,19252
