Dispatched,Description,Address,Grid,Report
1/14/2023 2:03,ASSAULT/BATTERY,3300 BLOCK W HILLSBOROUGH AVE,66,20112
1/14/2023 1:25,VEHICLE STOP/TRAFFIC,S HOWARD AVE / W AZEELE ST,160,20105
1/14/2023 1:32,AIDED CASE,GRID ONLY,108,20113
1/14/2023 1:25,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N TAMPANIA AVE,159,20104
1/14/2023 1:35,MISDEMEANOR,3400 BLOCK E LAKE AVE,99,20107
1/14/2023 1:24,BUILDING CHECK,N 20TH ST / E 6TH AVE,128,20101
1/14/2023 1:23,VEHICLE STOP/TRAFFIC,E 4TH AVE / N AV REPUBLICA DE CUBA,127,20100
1/14/2023 1:34,RESID/COMMERIAL ALARM,4300 BLOCK HENDERSON BLVD,169,20103
1/14/2023 1:26,MISDEMEANOR,4200 BLOCK E FOWLER AVE,7,20102
1/14/2023 1:18,VEHICLE STOP/TRAFFIC,E 9TH AVE / N 17TH ST,128,20094
1/14/2023 1:27,INFORMATION,8200 BLOCK N FLORIDA AVE,36,20097
1/14/2023 1:57,TRAFFIC CRASH,ADAMO DR / N 21ST ST,146,20095
1/14/2023 1:17,PROJECT,N 21ST ST / E 8TH AVE,128,20092
1/14/2023 1:21,SUSPICIOUS PERSON,7400 BLOCK E BANK DR,55,20093
1/14/2023 1:30,BUILDING CHECK,1000 BLOCK W OHIO AVE,93,20090
1/14/2023 1:18,RESID/COMMERIAL ALARM,200 BLOCK N WEST SHORE BLVD,149,20089
1/14/2023 1:15,DISTURBANCE,4200 BLOCK W WATROUS AVE,163,20086
1/14/2023 1:09,PROJECT,E 8TH AVE / N 15TH ST,127,20081
1/14/2023 1:08,VEHICLE STOP/TRAFFIC,N 21ST ST / ADAMO DR,146,20080
1/14/2023 1:07,VEHICLE STOP/TRAFFIC,E 4TH AVE / N 15TH ST,127,20078
1/14/2023 1:06,INFORMATION,W KENNEDY BLVD / N LOIS AVE,156,20077
1/14/2023 1:11,DISTURBANCE,N 16TH ST / E 9TH AVE,128,20082
1/14/2023 1:04,VEHICLE STOP/TRAFFIC,I4 / E COLUMBUS DR,131,20076
1/14/2023 1:02,PROJECT,N 21ST ST / E PALM AVE,128,20074
1/14/2023 1:10,DISTURBANCE,800 BLOCK NORMANDY TRACE RD,145,20075
1/14/2023 1:13,RESID/COMMERIAL ALARM,2900 BLOCK W DOUGLAS ST,103,20072
1/14/2023 0:57,INFORMATION,400 BLOCK S HOWARD AVE,160,20069
1/14/2023 0:56,VEHICLE STOP/TRAFFIC,W HILLSBOROUGH AVE / N HOOVER BLVD,64,20068
1/14/2023 0:54,BUILDING CHECK,800 BLOCK N ASHLEY DR,143,20066
1/14/2023 1:10,DISTURBANCE,8700 BLOCK N BROOKS ST,29,20067
1/14/2023 0:50,VEHICLE STOP/TRAFFIC,N 30TH ST / E PARIS ST,61,20063
1/14/2023 0:49,VEHICLE STOP/TRAFFIC,N 22ND ST / E PALM AVE,128,20061
1/14/2023 0:52,NATURE UNKNOWN,1900 BLOCK N OLA AVE,115,20062
1/14/2023 0:52,DISTURBANCE,N BROOKS ST / E SITKA ST,38,20065
1/14/2023 0:48,BUILDING CHECK,600 BLOCK N NEBRASKA AVE,142,20059
1/14/2023 0:47,PROJECT,N 22ND ST / E 7TH AVE,128,20058
1/14/2023 0:46,INFORMATION,4700 BLOCK N DALE MABRY HWY,68,20055
1/14/2023 1:02,DISTURBANCE,4700 BLOCK W VASCONIA ST,176,20056
1/14/2023 0:42,VEHICLE STOP/TRAFFIC,I4 / EXIT 1 I4 N 22ND ST,128,20053
1/14/2023 1:14,NATURE UNKNOWN,3100 BLOCK W HENRY AVE,66,20054
1/14/2023 0:40,VEHICLE STOP/TRAFFIC,E 6TH AVE / N 17TH ST,128,20051
1/14/2023 0:43,INFORMATION,5300 BLOCK N FLORIDA AVE,69,20052
1/14/2023 0:39,VEHICLE STOP/TRAFFIC,W AZEELE ST / S HOWARD AVE,160,20050
1/14/2023 0:38,BUILDING CHECK,4700 BLOCK N CENTRAL AVE,82,20048
1/14/2023 0:38,VEHICLE STOP/TRAFFIC,N 22ND ST / WISSAHICKON AVE,39,20047
1/14/2023 0:39,DISTURBANCE,10900 BLOCK MCKINLEY DR,7,20049
1/14/2023 0:37,INFORMATION,4000 BLOCK W WALLACE AVE,191,20043
1/14/2023 1:27,MISDEMEANOR,4400 BLOCK N DALE MABRY HWY,77,20044
1/14/2023 0:40,MISDEMEANOR,2700 BLOCK W KENNEDY BLVD,159,20041
1/14/2023 0:30,VEHICLE STOP/TRAFFIC,E 8TH AVE / N 20TH ST,128,20039
1/14/2023 0:35,NATURE UNKNOWN,5700 BLOCK ADAMO DR,134,20040
1/14/2023 0:28,VEHICLE STOP/TRAFFIC,W PLATT ST / S MOODY AVE,160,20038
1/14/2023 0:27,VEHICLE STOP/TRAFFIC,W PLATT ST / S HOWARD AVE,160,20037
1/14/2023 0:25,INFORMATION,1 TAMPA GENERAL CIR,133,20034
1/14/2023 0:24,VEHICLE STOP/TRAFFIC,N HOWARD AVE / W NORTH B ST,154,20033
1/14/2023 0:23,MISDEMEANOR,900 BLOCK E HILLSBOROUGH AVE,59,20032
1/14/2023 0:28,DISTURBANCE,N ALBANY AVE / W BUSCH BLVD,16,20036
1/14/2023 0:34,HIT AND RUN,W HILLSBOROUGH AVE / N ALBANY AVE,79,20035
1/14/2023 0:23,DOMESTIC DISPUTE,2900 BLOCK E BUSCH BLVD,31,20031
1/14/2023 0:33,DISTURBANCE,4800 BLOCK N 30TH ST,73,20029
1/14/2023 0:17,INFORMATION,N 16TH ST / E 7TH AVE,128,20026
1/14/2023 0:17,DISABLED VEHICLE,N WEST SHORE BLVD / W KENNEDY BLVD,149,20025
1/14/2023 0:18,RESID/COMMERIAL ALARM,3300 BLOCK W SAN JOSE ST,170,20027
1/14/2023 0:16,VEHICLE STOP/TRAFFIC,E 8TH AVE / N 17TH ST,128,20024
1/14/2023 0:15,INFORMATION,5100 BLOCK W GANDY BLVD,186,20023
1/14/2023 0:15,PROJECT,E 4TH AVE / N 15TH ST,127,20022
1/14/2023 0:14,VEHICLE STOP/TRAFFIC,E JUNEAU ST / N MARKS ST,39,20021
1/14/2023 0:13,PROJECT,N 17TH ST / E 8TH AVE,128,20019
1/14/2023 0:13,VEHICLE STOP/TRAFFIC,W SWANN AVE / S HOWARD AVE,166,20017
1/14/2023 0:12,VEHICLE STOP/TRAFFIC,SELMON EXPY / CHANNELSIDE DR,145,20015
1/14/2023 0:26,DISTURBANCE,6700 BLOCK N 24TH ST,54,20018
1/14/2023 0:10,INFORMATION,1500 BLOCK E 7TH AVE,128,20014
1/14/2023 0:12,RECKLESS DRIVING,N NEBRASKA AVE / E HILLSBOROUGH AVE,70,20013
1/14/2023 0:05,BUILDING CHECK,4700 BLOCK N CENTRAL AVE,82,20010
1/14/2023 0:09,RESID/COMMERIAL ALARM,2900 BLOCK E BUSCH BLVD,22,20012
1/14/2023 0:56,RESID/COMMERIAL ALARM,4000 BLOCK W OSBORNE AVE,68,20011
1/14/2023 0:05,BUILDING CHECK,YARDLEY WAY / TAMPA PALMS BLVD,226,20009
1/14/2023 0:01,VEHICLE STOP/TRAFFIC,N 21ST ST / E 8TH AVE,128,20005
1/14/2023 0:01,VEHICLE STOP/TRAFFIC,N HOWARD AVE / W STATE ST,138,20003
1/14/2023 0:07,ASSAULT/BATTERY,2000 BLOCK N HIMES AVE,121,20006
1/14/2023 0:00,VEHICLE STOP/TRAFFIC,SELMON EXPY / S WILLOW AVE,161,20002
1/14/2023 1:12,INFORMATION,9300 BLOCK N 30TH ST,22,20004
1/13/2023 0:04,STOLEN VEHICLE,8300 BLOCK GALBRAITH RD,242,20008
1/13/2023 0:03,MENTALLY ILL PERSON,GRID ONLY,187,20001
1/13/2023 23:57,VEHICLE STOP/TRAFFIC,E 4TH AVE / N 15TH ST,127,19998
1/13/2023 23:59,RESID/COMMERIAL ALARM,100 BLOCK W PLYMOUTH ST,94,19997
1/13/2023 23:54,VEHICLE STOP/TRAFFIC,E BIRD ST / N FLORIDA AVE,36,19994
1/13/2023 23:54,VEHICLE STOP/TRAFFIC,W PALM AVE / N HIGHLAND AVE,115,19993
1/13/2023 23:53,VEHICLE STOP/TRAFFIC,S DALE MABRY HWY / W OKLAHOMA AVE,191,19992
1/13/2023 0:03,INFORMATION,N NEBRASKA AVE / E WATERS AVE,37,19995
1/13/2023 0:09,MISDEMEANOR,9300 BLOCK N NEBRASKA AVE,20,19991
1/13/2023 23:51,VEHICLE STOP/TRAFFIC,SELMON EXPY / W EUCLID AVE,178,19990
1/13/2023 23:50,BUILDING CHECK,1100 BLOCK E TWIGGS ST,142,19987
1/13/2023 23:47,VEHICLE STOP/TRAFFIC,S HOWARD AVE / W PLATT ST,160,19981
1/13/2023 23:46,VEHICLE STOP/TRAFFIC,N AV REPUBLICA DE CUBA / E 11TH AVE,127,19980
1/13/2023 23:54,INFORMATION,800 BLOCK E ZACK ST,141,19986
1/13/2023 23:46,VEHICLE STOP/TRAFFIC,E PALM AVE / N AV REPUBLICA DE CUBA,127,19979
1/13/2023 23:46,INFORMATION,900 BLOCK E HILLSBOROUGH AVE,59,19978
1/13/2023 23:45,VEHICLE STOP/TRAFFIC,5100 BLOCK W GANDY BLVD,186,19977
1/13/2023 23:55,DISTURBANCE,8300 BLOCK N 17TH ST,39,19982
1/13/2023 23:43,VEHICLE STOP/TRAFFIC,W HORATIO ST / S ARMENIA AVE,159,19974
1/13/2023 23:45,RESID/COMMERIAL ALARM,16300 BLOCK ASHINGTON PARK DR,235,19976
1/13/2023 23:41,INFORMATION,3800 BLOCK N 22ND ST,97,19972
1/13/2023 23:41,VEHICLE STOP/TRAFFIC,SELMON EXPY / W EUCLID AVE,178,19973
1/13/2023 23:40,VEHICLE STOP/TRAFFIC,N LOIS AVE / W HILLSBOROUGH AVE,64,19969
1/13/2023 23:38,VEHICLE STOP/TRAFFIC,S HOWARD AVE / W AZEELE ST,160,19968
1/13/2023 23:38,VEHICLE STOP/TRAFFIC,N HOWARD AVE / W CASS ST,154,19966
1/13/2023 23:38,PROJECT,N 19TH ST / E 8TH AVE,128,19965
1/13/2023 23:37,VEHICLE STOP/TRAFFIC,E 4TH AVE / N AV REPUBLICA DE CUBA,127,19964
1/13/2023 23:36,FIGHT,15300 BLOCK AMBERLY DR,222,19963
1/13/2023 23:34,VEHICLE STOP/TRAFFIC,SELMON EXPY / W EUCLID AVE,178,19962
1/13/2023 23:33,VEHICLE STOP/TRAFFIC,S HOWARD AVE / W PLATT ST,160,19961
1/13/2023 23:29,PROJECT,E 5TH AVE / N 21ST ST,128,19959
1/13/2023 23:29,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,19958
1/13/2023 0:00,FOLLOW UP INVESTIGATION,6600 BLOCK S WEST SHORE BLVD,194,19956
1/13/2023 23:49,NARCOTIC LAW (DRUGS),3400 BLOCK E MOHAWK AVE,62,19955
1/13/2023 23:25,DISTURBANCE,1600 BLOCK E 25TH AVE,108,19950
1/13/2023 23:30,STREET OBSTRUCTION,E ANNIE ST / N 30TH ST,22,19949
1/13/2023 23:24,VEHICLE STOP/TRAFFIC,1500 BLOCK E 7TH AVE,128,19948
1/13/2023 23:24,VEHICLE STOP/TRAFFIC,W SWANN AVE / S MOODY AVE,166,19947
1/13/2023 23:37,BUILDING CHECK,300 BLOCK E SLIGH AVE,44,19951
1/13/2023 23:23,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,19946
1/13/2023 23:23,VEHICLE STOP/TRAFFIC,S HOWARD AVE / W DE LEON ST,160,19945
1/13/2023 23:22,VEHICLE STOP/TRAFFIC,S HOWARD AVE / W HORATIO ST,160,19942
1/13/2023 23:27,DISTURBANCE,6700 BLOCK N 24TH ST,54,19944
1/13/2023 23:21,VEHICLE STOP/TRAFFIC,5100 BLOCK W GANDY BLVD,186,19941
1/13/2023 23:19,VEHICLE STOP/TRAFFIC,5100 BLOCK W GANDY BLVD,186,19939
1/13/2023 23:19,BUILDING CHECK,N 19TH ST / E 6TH AVE,128,19938
1/13/2023 23:18,BUILDING CHECK,4500 BLOCK S DALE MABRY HWY,184,19936
1/13/2023 23:18,BUILDING CHECK,2900 BLOCK W SWANN AVE,159,19933
1/13/2023 23:17,TRAFFIC CRASH,N 21ST ST / E 2ND AVE,128,19931
1/13/2023 23:53,INFORMATION,N 46TH ST / E REGNAS AVE,40,19940
1/13/2023 23:18,INTOXICATED DRIVER,4700 BLOCK W GANDY BLVD,183,19932
1/13/2023 23:21,INFORMATION,3800 BLOCK N 22ND ST,97,19935
1/13/2023 23:15,MISDEMEANOR,N NEBRASKA AVE / E BUSCH BLVD,28,19929
1/13/2023 23:15,VEHICLE STOP/TRAFFIC,N 16TH ST / E 6TH AVE,128,19928
1/13/2023 23:14,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W SPRUCE ST,120,19926
1/13/2023 23:13,VEHICLE STOP/TRAFFIC,N 53RD ST / E 32ND AVE,101,19923
1/13/2023 23:22,MISDEMEANOR,2900 BLOCK N 50TH ST,111,19925
1/13/2023 23:13,BUILDING CHECK,N NEBRASKA AVE / E COLUMBUS DR,116,19921
1/13/2023 23:21,DISTURBANCE,N 12TH ST / E BIRD ST,38,19922
1/13/2023 23:12,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W GRAY ST,151,19919
1/13/2023 23:15,DOMESTIC DISPUTE,8200 BLOCK N 14TH ST,38,19920
1/13/2023 23:08,VEHICLE STOP/TRAFFIC,N 39TH ST / E ELLICOTT ST,74,19918
1/13/2023 23:08,VEHICLE STOP/TRAFFIC,W PLATT ST / S HOWARD AVE,160,19917
1/13/2023 23:06,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W SPRUCE ST,120,19915
1/13/2023 23:07,NATURE UNKNOWN,BRIDLE BIT LN / BRIDLE CLUB DR,242,19914
1/13/2023 23:02,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N HALE AVE,157,19911
1/13/2023 23:01,FELONY,400 BLOCK N DALE MABRY HWY,152,19910
1/13/2023 23:26,FOLLOW UP INVESTIGATION,2600 BLOCK N 12TH ST,107,19909
1/13/2023 23:00,BUILDING CHECK,2600 BLOCK N 12TH ST,107,19905
1/13/2023 23:54,TRAFFIC CRASH,W HILLSBOROUGH AVE / N ALBANY AVE,79,19908
1/13/2023 22:57,PARKING VIOLATION,1600 BLOCK E 7TH AVE,128,19902
1/13/2023 22:56,PROJECT,N 15TH ST / E 4TH AVE,127,19900
1/13/2023 23:36,INFORMATION,10600 BLOCK N 27TH ST,14,19901
1/13/2023 23:01,HIT AND RUN,N NEBRASKA AVE / E PALM AVE,126,19899
1/13/2023 22:52,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W GRAY ST,151,19898
1/13/2023 22:48,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W SPRUCE ST,120,19893
1/13/2023 22:50,INFORMATION,5100 BLOCK BERNARD CIR,24,19895
1/13/2023 22:46,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W PALMETTO ST,120,19891
1/13/2023 22:53,RECKLESS DRIVING,N 56TH ST / E DR MARTIN LUTHER KING JR BLVD,101,19892
1/13/2023 22:47,RECKLESS DRIVING,5000 BLOCK E BUSCH BLVD,24,19890
1/13/2023 22:44,VEHICLE STOP/TRAFFIC,E 4TH AVE / N 16TH ST,128,19884
1/13/2023 22:53,INFORMATION,4700 BLOCK N DALE MABRY HWY,68,19886
1/13/2023 22:43,VEHICLE STOP/TRAFFIC,E 8TH AVE / N 21ST ST,128,19882
1/13/2023 22:47,MENTALLY ILL PERSON,GRID ONLY,69,19888
1/13/2023 22:42,PROJECT,E 8TH AVE / N 15TH ST,127,19881
1/13/2023 22:41,VEHICLE STOP/TRAFFIC,N HOWARD AVE / W NORTH A ST,154,19880
1/13/2023 22:40,VEHICLE STOP/TRAFFIC,N ORANGE AVE / E HARRISON ST,140,19879
1/13/2023 22:41,MENTALLY ILL PERSON,GRID ONLY,152,19878
1/13/2023 22:36,VEHICLE STOP/TRAFFIC,W WATERS AVE / N ARMENIA AVE,34,19874
1/13/2023 22:35,DISTURBANCE,8300 BLOCK N FLORIDA AVE,37,19873
1/13/2023 22:35,VEHICLE STOP/TRAFFIC,N 15TH ST / E 7TH AVE,127,19872
1/13/2023 22:35,FELONY,1400 BLOCK W CHESTNUT ST,124,19871
1/13/2023 22:34,VEHICLE STOP/TRAFFIC,I275 / N DALE MABRY HWY,151,19869
1/13/2023 22:31,PROJECT,E 2ND AVE / N 17TH ST,128,19863
1/13/2023 22:34,DOMESTIC DISPUTE,5000 BLOCK E PARADE ST,15,19865
1/13/2023 22:36,SUSPICIOUS VEHICLE,900 BLOCK CHANNELSIDE DR,145,19867
1/13/2023 22:30,RESID/COMMERIAL ALARM,300 BLOCK S FRANKLIN ST,144,19862
1/13/2023 22:25,VEHICLE STOP/TRAFFIC,N FLORIDA AVE / W WATERS AVE,36,19861
1/13/2023 22:26,DISTURBANCE,5000 BLOCK LA CASA CT,33,19860
1/13/2023 22:28,NATURE UNKNOWN,3600 BLOCK N 54TH ST,101,19859
1/13/2023 22:24,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W COLUMBUS DR,120,19857
1/13/2023 22:24,VEHICLE STOP/TRAFFIC,N 40TH ST / E COLUMBUS DR,110,19856
1/13/2023 22:23,VEHICLE STOP/TRAFFIC,N 26TH ST / E LAKE AVE,98,19854
1/13/2023 22:22,BUILDING CHECK,4300 BLOCK W GANDY BLVD,187,19852
1/13/2023 22:16,VEHICLE STOP/TRAFFIC,N 26TH ST / E DR MARTIN LUTHER KING JR BLVD,98,19848
1/13/2023 22:16,VEHICLE STOP/TRAFFIC,N HOWARD AVE / W GRACE ST,138,19847
1/13/2023 22:15,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W CHESTNUT ST,120,19845
1/13/2023 22:19,NATURE UNKNOWN,3600 BLOCK N 18TH ST,97,19844
1/13/2023 22:14,VEHICLE STOP/TRAFFIC,N HOWARD AVE / W STATE ST,138,19843
1/13/2023 22:14,VEHICLE STOP/TRAFFIC,E 17TH AVE / N 21ST ST,108,19842
1/13/2023 22:15,RESID/COMMERIAL ALARM,10700 BLOCK PLANTATION BAY DR,260,19841
1/13/2023 22:12,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W COLUMBUS DR,120,19839
1/13/2023 22:11,PROJECT,N 21ST ST / E 4TH AVE,128,19837
1/13/2023 22:13,BURG OF A STRUCTURE,3200 BLOCK BAYSHORE BLVD,179,19840
1/13/2023 22:11,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W ALVA ST,77,19835
1/13/2023 22:25,BUILDING CHECK,4500 BLOCK E OSBORNE AVE,87,19838
1/13/2023 22:09,VEHICLE STOP/TRAFFIC,N 39TH ST / E 7TH AVE,131,19828
1/13/2023 22:16,SUSPICIOUS PERSON,7900 BLOCK HAMPTON LAKE DR,246,19829
1/13/2023 22:08,VEHICLE STOP/TRAFFIC,GREEN PINE LN / CROSS CREEK BLVD,251,19826
1/13/2023 22:06,INFORMATION,E LAKE AVE / N 18TH ST,97,19823
1/13/2023 22:07,DISTURBANCE,2900 BLOCK CHIPCO ST,98,19822
1/13/2023 22:05,VEHICLE STOP/TRAFFIC,S WEST SHORE BLVD / W LEILA AVE,190,19821
1/13/2023 22:04,PROJECT,N 21ST ST / E 4TH AVE,128,19820
1/13/2023 22:03,FIRE,1700 BLOCK E FOWLER AVE,5,19819
1/13/2023 22:02,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N STERLING AVE,158,19818
1/13/2023 21:59,BUILDING CHECK,4500 BLOCK S DALE MABRY HWY,178,19815
1/13/2023 21:58,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / W ALVA ST,77,19813
1/13/2023 21:57,PROJECT,E 8TH AVE / N 22ND ST,128,19811
1/13/2023 21:57,VEHICLE STOP/TRAFFIC,N 10TH ST / E WILMA ST,20,19810
1/13/2023 21:59,DISTURBANCE,19400 BLOCK BRUCE B DOWNS BLVD,245,19812
1/13/2023 22:21,MISDEMEANOR,2500 BLOCK N 50TH ST,131,19809
1/13/2023 21:55,VEHICLE STOP/TRAFFIC,N DALE MABRY HWY / I275,151,19808
1/13/2023 21:54,VEHICLE STOP/TRAFFIC,E DAVIS BLVD / BISCAYNE AVE,133,19807
1/13/2023 21:53,VEHICLE STOP/TRAFFIC,5100 BLOCK W GANDY BLVD,186,19804
1/13/2023 21:52,VEHICLE STOP/TRAFFIC,N CENTRAL AVE / E CHELSEA ST,82,19803
1/13/2023 21:49,VEHICLE STOP/TRAFFIC,W WATERS AVE / N ALBANY AVE,34,19801
1/13/2023 21:51,TRAFFIC CRASH,4100 BLOCK TREASURE CIR,191,19798
1/13/2023 21:46,JUVENILE CURFEW LAW,9400 BLOCK N 13TH ST,20,19797
1/13/2023 21:46,RESID/COMMERIAL ALARM,2200 BLOCK E 109TH AVE,14,19795
1/13/2023 21:45,BUILDING CHECK,1700 BLOCK MCCLOSKY BLVD,148,19793
1/13/2023 21:43,JUVENILE CURFEW LAW,9500 BLOCK N 13TH ST,20,19792
1/13/2023 21:43,VEHICLE STOP/TRAFFIC,5100 BLOCK E BUSCH BLVD,33,19791
1/13/2023 21:41,VEHICLE STOP/TRAFFIC,SELMON EXPY / W EUCLID AVE,178,19790
1/13/2023 21:39,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N EDISON AVE,155,19788
1/13/2023 21:52,INFORMATION,900 BLOCK E IDA ST,83,19796
1/13/2023 21:37,VEHICLE STOP/TRAFFIC,5100 BLOCK W GANDY BLVD,186,19786
1/13/2023 21:36,MISSING PERS/RUNAWAY,8600 BLOCK N DIXON AVE,28,19784
1/13/2023 21:35,VEHICLE STOP/TRAFFIC,ADAMO DR / CHANNELSIDE DR,142,19783
1/13/2023 21:33,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,19774
1/13/2023 22:05,MISSING PERS/RUNAWAY,8400 BLOCK N 15TH ST,29,19777
1/13/2023 21:30,JUVENILE CURFEW LAW,10100 BLOCK N ASTER AVE,12,19771
1/13/2023 22:30,STOLEN VEHICLE,4300 BLOCK W BOY SCOUT BLVD,120,19780
1/13/2023 21:27,VEHICLE STOP/TRAFFIC,W COLUMBUS DR / N DALE MABRY HWY,120,19764
1/13/2023 22:39,TRAFFIC CRASH,1700 BLOCK N 50TH ST,132,19767
1/13/2023 21:29,DISTURBANCE,3700 BLOCK N FLORIDA AVE,95,19768
1/13/2023 21:27,VEHICLE STOP/TRAFFIC,E WATERS AVE / I275,37,19763
1/13/2023 21:23,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,19760
1/13/2023 21:23,VEHICLE STOP/TRAFFIC,E 7TH AVE / N 17TH ST,128,19758
1/13/2023 22:00,HIT AND RUN,E BROADWAY AVE / LOCICERO DR,132,19759
1/13/2023 21:21,BUILDING CHECK,1600 BLOCK ADAMO DR,128,19757
1/13/2023 21:21,VEHICLE STOP/TRAFFIC,W PLATT ST / S WILLOW AVE,161,19753
1/13/2023 21:44,BUILDING CHECK,6900 BLOCK N LYNN AVE,43,19761
1/13/2023 21:26,DISTURBANCE,1300 BLOCK SEVERN AVE,133,19754
1/13/2023 21:53,MENTALLY ILL PERSON,GRID ONLY,131,19751
1/13/2023 21:25,DOMESTIC DISPUTE,8200 BLOCK N 14TH ST,38,19752
1/13/2023 21:31,MENTALLY ILL PERSON,GRID ONLY,30,19750
1/13/2023 21:16,MENTALLY ILL PERSON,GRID ONLY,155,19748
1/13/2023 21:12,VEHICLE STOP/TRAFFIC,E DR MARTIN LUTHER KING JR BLVD / N 30TH ST,98,19745
1/13/2023 21:14,DISTURBANCE,2900 BLOCK N 32ND ST,110,19744
1/13/2023 21:22,MISDEMEANOR,700 BLOCK N FRANKLIN ST,143,19746
1/13/2023 21:10,VEHICLE STOP/TRAFFIC,SELMON EXPY / W BAY TO BAY BLVD,175,19742
1/13/2023 21:09,DISABLED VEHICLE,BRUCE B DOWNS BLVD / CROSS CREEK BLVD,245,19740
1/13/2023 21:08,BUILDING CHECK,S DALE MABRY HWY / W FAIR OAKS AVE,184,19739
1/13/2023 21:09,DISTURBANCE,3600 BLOCK N 54TH ST,101,19738
1/13/2023 21:07,VEHICLE STOP/TRAFFIC,N HOWARD AVE / W UNION ST,123,19737
1/13/2023 21:08,DISTURBANCE,E HILLSBOROUGH AVE / N NEBRASKA AVE,70,19736
1/13/2023 21:09,TRAFFIC LIGHT OUT,S MANHATTAN AVE / W IOWA AVE,190,19733
1/13/2023 21:30,INFORMATION,4500 BLOCK W SPRUCE ST,119,19728
1/13/2023 20:59,VEHICLE STOP/TRAFFIC,E DR MARTIN LUTHER KING JR BLVD / N 10TH ST,96,19726
1/13/2023 21:07,INFORMATION,7400 BLOCK E BANK DR,55,19725
1/13/2023 20:56,VEHICLE STOP/TRAFFIC,W COURTNEY CAMPBELL CSWY / N ROCKY POINT DR,117,19721
1/13/2023 20:59,ANIMAL NUISANCE,4800 BLOCK N 30TH ST,73,19724
1/13/2023 20:58,DISTURBANCE,1600 BLOCK W KENNEDY BLVD,155,19723
1/13/2023 20:52,VEHICLE STOP/TRAFFIC,N ARMENIA AVE / W NORTH A ST,153,19719
1/13/2023 20:57,MENTALLY ILL PERSON,GRID ONLY,59,19717
1/13/2023 20:46,VEHICLE STOP/TRAFFIC,SELMON EXPY / W GANDY BLVD,184,19715
1/13/2023 20:48,RESID/COMMERIAL ALARM,5100 BLOCK W LAUREL ST,118,19716
1/13/2023 20:51,DISTURBANCE,3000 BLOCK W KENNEDY BLVD,153,19713
1/13/2023 20:42,MISDEMEANOR,900 BLOCK E WATERS AVE,29,19711
1/13/2023 20:41,BUILDING CHECK,1100 BLOCK E TWIGGS ST,142,19710
1/13/2023 20:41,VEHICLE STOP/TRAFFIC,N BOULEVARD / W KENNEDY BLVD,161,19709
1/13/2023 20:42,DISTURBANCE,1400 BLOCK W CHESTNUT ST,124,19708
1/13/2023 21:03,DISTURBANCE,E DR MARTIN LUTHER KING JR BLVD / SHORT 30TH ST,98,19704
1/13/2023 20:39,RESID/COMMERIAL ALARM,6400 BLOCK E COUNTY LINE RD,247,19706
1/13/2023 20:53,TELEPHONE VIOLATION,E COLUMBUS DR / N NEBRASKA AVE,116,19705
1/13/2023 20:43,DISTURBANCE,1000 BLOCK E RIVER PL,81,19702
1/13/2023 20:32,INFORMATION,2200 BLOCK N WEST SHORE BLVD,120,19697
1/13/2023 20:44,INFORMATION,1400 BLOCK E 22ND AVE,107,19695
1/13/2023 20:57,BUILDING CHECK,2300 BLOCK W UNION ST,123,19694
1/13/2023 20:36,MENTALLY ILL PERSON,GRID ONLY,191,19699
1/13/2023 20:27,INFORMATION,E DR MARTIN LUTHER KING JR BLVD / I275,95,19692
1/13/2023 20:31,RESID/COMMERIAL ALARM,6900 BLOCK N LYNN AVE,43,19693
1/13/2023 20:26,VEHICLE STOP/TRAFFIC,W GANDY BLVD / BRIDGE ST,186,19691
1/13/2023 20:24,VEHICLE STOP/TRAFFIC,W KENNEDY BLVD / N ASHLEY DR,144,19688
1/13/2023 20:29,DISTURBANCE,500 BLOCK E HUGH ST,106,19686
1/13/2023 20:25,BUILDING CHECK,4800 BLOCK ASHLAND DR,75,19684
1/13/2023 20:27,NATURE UNKNOWN,4500 BLOCK W SPRUCE ST,119,19683
1/13/2023 20:50,PETTY THEFT,3300 BLOCK E GENESEE ST,86,19685
1/13/2023 20:32,NARCOTIC LAW (DRUGS),10100 BLOCK N FLORIDA AVE,11,19690
